game_id,play_id,season,week,offense_team,defense_team,down,ydstogo,yardline_100,qtr,time_remaining_sec,score_diff,play_type,decision,result_success
2021_W17_PIT_LAR,1705,2021,9,TB,CHI,4,2,67,3,1467,18,pass,go,1
2017_W02_PHI_TEN,1706,2017,5,NYG,NO,4,4,23,1,2854,-9,punt,kick,1
2024_W15_MIA_DET,1707,2024,1,WSH,ATL,4,2,87,2,1926,1,run,go,0
2019_W13_CAR_TEN,1708,2019,3,TEN,BUF,4,11,7,1,2707,26,punt,kick,1
2016_W11_NYJ_KC,1709,2016,12,CIN,NE,4,19,88,4,266,-4,pass,go,1
2016_W17_CAR_CIN,1710,2016,8,NYJ,KC,4,11,16,2,2515,-5,punt,kick,1
2022_W02_CIN_PIT,1711,2022,9,SEA,DAL,4,16,63,4,598,-9,punt,kick,1
2020_W13_NYG_SF,1712,2020,3,CHI,GB,4,13,35,2,2670,18,punt,kick,0
2022_W16_CIN_NYG,1713,2022,3,LAC,PIT,4,8,49,1,3278,-22,pass,go,0
2024_W15_PHI_KC,1714,2024,15,LAR,PIT,4,4,71,1,2759,6,punt,kick,1
2018_W03_NYJ_CAR,1715,2018,2,PHI,JAX,4,4,50,2,1937,19,punt,kick,1
2021_W06_WSH_TEN,1716,2021,4,ATL,CAR,4,7,12,3,1516,14,pass,go,0
2017_W07_DET_SF,1717,2017,16,IND,JAX,4,13,22,3,1618,1,punt,kick,1
2017_W06_DAL_TEN,1718,2017,4,NO,JAX,4,5,92,4,291,1,run,go,0
2018_W15_LV_CHI,1719,2018,18,ARI,SF,4,14,11,3,1186,26,punt,kick,1
2016_W11_LAR_SEA,1720,2016,3,SF,PIT,4,2,52,1,2802,-1,pass,go,1
2017_W16_ARI_CLE,1721,2017,3,CLE,TEN,4,19,23,2,2217,8,punt,kick,1
2020_W03_MIA_DEN,1722,2020,17,NO,PHI,4,12,76,4,170,24,pass,go,0
2020_W02_DET_CAR,1723,2020,2,TEN,ATL,4,10,48,2,2296,-15,field_goal,kick,1
2022_W10_PIT_ATL,1724,2022,15,BAL,BUF,4,20,33,4,867,19,punt,kick,1
2021_W09_SF_DEN,1725,2021,11,GB,CLE,4,20,15,1,2703,7,pass,go,1
2021_W07_CIN_CHI,1726,2021,4,GB,DEN,4,3,76,4,844,25,punt,kick,1
2018_W17_CAR_LV,1727,2018,5,GB,WSH,4,2,73,3,1798,-22,punt,kick,1
2021_W17_NYG_ATL,1728,2021,5,ATL,CHI,4,16,90,1,3125,-28,punt,kick,1
2019_W03_IND_WSH,1729,2019,11,NYG,WSH,4,9,44,2,2678,-1,punt,kick,1
2019_W14_SEA_DET,1730,2019,8,PIT,GB,4,2,11,1,3418,-16,run,go,1
2020_W14_TEN_CLE,1731,2020,18,TB,CLE,4,20,24,4,131,18,punt,kick,1
2019_W18_PIT_KC,1732,2019,7,HOU,SF,4,11,37,1,3566,24,field_goal,kick,1
2017_W07_NYG_CIN,1733,2017,10,NE,NYG,4,16,60,2,1887,15,run,go,0
2023_W13_MIA_CLE,1734,2023,18,LAC,MIN,4,20,67,3,1674,-29,pass,go,0
2019_W05_LAC_PHI,1735,2019,10,NYJ,CLE,4,13,90,3,1467,-19,punt,kick,0
2016_W15_CHI_MIA,1736,2016,13,TEN,NE,4,3,92,3,938,-10,pass,go,1
2021_W03_GB_TB,1737,2021,8,NYJ,DAL,4,19,69,2,2375,14,punt,kick,0
2018_W09_PIT_IND,1738,2018,17,NE,NYJ,4,11,49,2,2644,9,pass,go,0
2023_W13_BUF_CAR,1739,2023,16,MIN,CLE,4,11,93,3,1013,-21,punt,kick,1
2018_W15_TB_MIN,1740,2018,11,GB,HOU,4,6,65,2,1861,8,field_goal,kick,0
2023_W05_NYJ_DAL,1741,2023,8,LAR,CHI,4,11,56,3,1191,-1,field_goal,kick,0
2024_W11_JAX_BAL,1742,2024,18,GB,BUF,4,10,41,2,2024,24,punt,kick,1
2020_W09_NO_CHI,1743,2020,3,KC,NYJ,4,5,49,3,1304,-20,pass,go,1
2020_W07_LAR_SEA,1744,2020,4,SEA,CHI,4,16,61,3,1503,-12,field_goal,kick,0
2017_W12_DET_NYG,1745,2017,7,PHI,HOU,4,19,28,2,1814,-26,pass,go,0
2017_W12_IND_GB,1746,2017,12,MIN,CHI,4,20,57,2,1963,4,run,go,1
2017_W16_NO_CAR,1747,2017,11,ATL,CHI,4,8,1,3,1361,-7,punt,kick,1
2023_W01_LAR_DEN,1748,2023,15,HOU,CHI,4,11,93,3,1686,-8,punt,kick,0
2023_W02_BUF_NE,1749,2023,9,MIN,SF,4,19,16,1,2917,10,punt,kick,0
2019_W12_CAR_ATL,1750,2019,6,CHI,HOU,4,1,62,4,621,-22,punt,kick,1
2023_W11_LV_WSH,1751,2023,10,MIN,NYJ,4,19,2,3,1699,-17,punt,kick,1
2019_W15_MIA_SEA,1752,2019,9,WSH,CHI,4,16,17,1,3213,6,pass,go,1
2017_W10_ATL_CLE,1753,2017,14,DET,CIN,4,6,14,3,1297,-17,run,go,0
2019_W11_IND_CIN,1754,2019,9,LV,ATL,4,8,50,4,109,-12,punt,kick,1
2019_W08_TEN_ARI,1755,2019,13,SF,WSH,4,18,96,3,1654,20,punt,kick,1
2017_W18_DET_CAR,1756,2017,18,NO,LV,4,15,94,4,375,-7,run,go,0
2022_W14_LAC_NO,1757,2022,11,SF,TEN,4,19,37,1,3100,-28,pass,go,1
2020_W09_TEN_NYG,1758,2020,17,CIN,MIN,4,5,70,4,423,14,pass,go,0
2022_W11_TEN_PHI,1759,2022,5,JAX,NE,4,5,35,4,489,-26,run,go,0
2020_W17_WSH_ATL,1760,2020,6,SEA,JAX,4,9,27,2,2550,14,punt,kick,1
2021_W01_CHI_WSH,1761,2021,1,DEN,IND,4,5,43,1,3231,-17,punt,kick,1
2020_W08_DAL_DEN,1762,2020,2,SF,PIT,4,3,81,1,2746,-27,run,go,0
2021_W12_LAC_CHI,1763,2021,11,LAC,DET,4,16,89,1,3448,18,punt,kick,1
2019_W16_ATL_CIN,1764,2019,11,NYJ,SF,4,16,67,1,3033,-26,run,go,1
2019_W08_NYJ_JAX,1765,2019,3,LAR,PHI,4,7,1,1,2762,-26,run,go,0
2018_W05_CIN_ATL,1766,2018,17,HOU,MIN,4,3,41,3,1694,-21,field_goal,kick,1
2023_W17_HOU_JAX,1767,2023,17,DEN,SEA,4,16,13,4,356,-3,field_goal,kick,0
2023_W09_CHI_NE,1768,2023,7,DEN,CLE,4,3,10,2,2118,-17,pass,go,0
2023_W18_IND_GB,1769,2023,15,MIN,TEN,4,12,73,3,1476,1,run,go,1
2023_W14_MIN_SEA,1770,2023,8,IND,CHI,4,15,4,1,3454,30,run,go,1
2018_W08_LAC_ATL,1771,2018,5,NE,KC,4,18,2,4,100,17,field_goal,kick,1
2021_W07_KC_NE,1772,2021,16,DAL,IND,4,20,98,3,1387,-3,punt,kick,1
2024_W18_NYJ_TEN,1773,2024,15,GB,CIN,4,16,32,4,199,-10,pass,go,0
2022_W18_TEN_NYJ,1774,2022,7,TB,DEN,4,2,62,3,1162,26,run,go,0
2017_W09_NO_CLE,1775,2017,17,HOU,NYJ,4,12,13,1,2754,30,punt,kick,1
2024_W11_BUF_SEA,1776,2024,7,LV,NE,4,1,22,3,1758,3,pass,go,1
2021_W01_BAL_MIA,1777,2021,13,ATL,TB,4,20,1,1,3473,-27,punt,kick,1
2017_W17_CLE_KC,1778,2017,5,BAL,DEN,4,12,27,3,1168,19,punt,kick,1
2017_W18_NO_LAC,1779,2017,2,DAL,WSH,4,19,62,4,549,27,pass,go,1
2017_W06_BAL_JAX,1780,2017,17,NYJ,LAC,4,1,28,1,2873,-11,field_goal,kick,1
2018_W01_WSH_TB,1781,2018,1,LV,PIT,4,2,78,2,2058,18,punt,kick,1
2017_W03_JAX_IND,1782,2017,15,DEN,IND,4,8,71,3,1139,-17,pass,go,0
2024_W15_HOU_NE,1783,2024,14,SF,IND,4,2,86,4,639,-28,punt,kick,1
2021_W10_PIT_NE,1784,2021,17,PIT,MIN,4,10,33,4,57,12,run,go,0
2022_W17_MIA_CLE,1785,2022,13,NYJ,WSH,4,6,38,1,2908,9,field_goal,kick,1
2016_W06_GB_NYG,1786,2016,5,CLE,ATL,4,12,75,3,918,10,punt,kick,1
2022_W11_SEA_LV,1787,2022,13,LV,PHI,4,12,45,1,3255,9,pass,go,1
2022_W03_SF_PHI,1788,2022,3,CHI,NYJ,4,13,90,3,1255,-24,pass,go,1
2016_W15_CLE_KC,1789,2016,6,TB,CHI,4,13,56,1,3196,16,pass,go,1
2016_W13_TEN_CAR,1790,2016,7,ATL,KC,4,18,54,4,807,21,pass,go,0
2020_W18_LV_NYJ,1791,2020,5,TB,BUF,4,19,15,2,1900,27,field_goal,kick,1
2016_W15_NYG_CIN,1792,2016,18,LAC,HOU,4,3,4,3,1110,0,punt,kick,1
2019_W08_GB_SF,1793,2019,18,IND,LAR,4,11,60,3,1169,3,punt,kick,1
2024_W03_BAL_GB,1794,2024,5,IND,JAX,4,9,83,4,674,13,punt,kick,1
2024_W15_SF_TEN,1795,2024,17,TEN,ATL,4,14,54,3,1271,-14,punt,kick,1
2019_W13_LAR_TB,1796,2019,18,SEA,ATL,4,13,55,2,2424,5,punt,kick,1
2024_W09_LAC_BUF,1797,2024,15,HOU,NO,4,13,6,3,1751,-23,run,go,0
2021_W17_SEA_MIN,1798,2021,10,TB,MIN,4,1,15,1,2993,22,run,go,1
2020_W03_ARI_PIT,1799,2020,14,CIN,DAL,4,5,75,1,3472,10,punt,kick,1
2020_W13_DEN_BUF,1800,2020,14,LAC,NYJ,4,18,28,1,2978,11,punt,kick,1
2023_W16_BUF_CHI,1801,2023,6,CAR,BAL,4,15,70,3,1039,-5,pass,go,0
2021_W17_NYG_PIT,1802,2021,9,IND,PHI,4,7,25,1,2811,-25,pass,go,1
2021_W17_HOU_NYJ,1803,2021,4,TB,MIN,4,14,21,3,959,-24,run,go,0
2024_W10_CIN_BUF,1804,2024,11,CHI,LAC,4,4,69,2,1916,-6,pass,go,1
2018_W12_NYG_TEN,1805,2018,16,KC,BUF,4,20,97,4,207,19,punt,kick,1
2021_W15_DEN_SEA,1806,2021,10,SF,MIA,4,17,61,4,485,-4,run,go,0
2016_W05_ARI_WSH,1807,2016,8,DAL,NYJ,4,2,42,4,699,12,run,go,0
2018_W12_NYJ_HOU,1808,2018,7,DAL,PHI,4,7,90,2,2474,-29,punt,kick,1
2022_W02_TEN_DEN,1809,2022,11,LV,CLE,4,11,65,4,630,0,pass,go,1
2016_W05_IND_CAR,1810,2016,4,BUF,PIT,4,9,43,3,1635,-13,punt,kick,1
2020_W15_MIA_NYJ,1811,2020,5,NYJ,IND,4,13,87,2,2659,-10,run,go,0
2021_W03_ARI_KC,1812,2021,9,PHI,BUF,4,15,22,3,1068,2,punt,kick,0
2016_W05_KC_BUF,1813,2016,17,BAL,CIN,4,7,82,2,1894,-12,punt,kick,1
2019_W09_LAR_CLE,1814,2019,13,LAR,CIN,4,18,18,4,703,16,run,go,0
2016_W04_ATL_PIT,1815,2016,4,NYG,TEN,4,19,24,3,1745,24,field_goal,kick,1
2024_W04_LAR_TB,1816,2024,2,MIN,NYJ,4,10,43,3,1309,-27,run,go,1
2024_W06_NO_SF,1817,2024,2,MIN,LAC,4,1,61,3,1634,29,punt,kick,1
2021_W02_DEN_GB,1818,2021,16,DAL,DET,4,1,54,2,2627,-20,punt,kick,1
2016_W15_LV_CLE,1819,2016,5,BAL,NYJ,4,11,23,4,607,18,punt,kick,1
2021_W08_HOU_CHI,1820,2021,1,NYJ,BAL,4,19,35,4,826,3,run,go,0
2023_W05_CIN_TB,1821,2023,9,MIN,CIN,4,7,62,1,2816,16,run,go,1
2021_W13_HOU_BAL,1822,2021,11,MIN,GB,4,4,73,3,1723,11,punt,kick,0
2023_W06_HOU_BUF,1823,2023,10,LAC,CIN,4,20,20,4,513,17,pass,go,0
2020_W04_DAL_BUF,1824,2020,5,LV,WSH,4,18,21,4,268,23,punt,kick,1
2023_W12_CLE_IND,1825,2023,6,MIN,DAL,4,2,81,2,2557,-19,punt,kick,1
2019_W14_TEN_NYJ,1826,2019,18,JAX,CHI,4,11,42,4,30,30,punt,kick,1
2024_W10_LV_TEN,1827,2024,14,CAR,ATL,4,1,50,4,80,21,punt,kick,1
2020_W18_NO_TB,1828,2020,13,ARI,IND,4,1,66,4,702,11,punt,kick,1
2024_W11_NO_LAR,1829,2024,13,WSH,PIT,4,14,30,1,2920,18,run,go,0
2022_W11_ATL_NE,1830,2022,16,NO,CIN,4,11,2,1,3392,20,punt,kick,1
2019_W14_SEA_ATL,1831,2019,2,LAC,CIN,4,11,86,4,624,-26,punt,kick,1
2018_W10_JAX_CIN,1832,2018,5,NE,NO,4,9,95,2,1839,-16,punt,kick,1
2024_W11_TB_MIA,1833,2024,18,JAX,LAR,4,5,78,4,745,29,pass,go,0
2017_W10_CIN_SF,1834,2017,2,PIT,CAR,4,13,61,3,1399,13,field_goal,kick,0
2024_W09_BUF_HOU,1835,2024,7,SEA,IND,4,11,74,4,620,17,punt,kick,1
2024_W02_DAL_PIT,1836,2024,1,IND,SF,4,14,16,1,3132,-13,pass,go,0
2021_W12_TB_LV,1837,2021,6,DAL,CIN,4,7,38,3,970,19,run,go,1
2022_W02_SF_TB,1838,2022,4,IND,NO,4,18,8,2,2181,20,pass,go,1
2021_W18_KC_CAR,1839,2021,2,ATL,TEN,4,19,54,3,1319,10,field_goal,kick,1
2023_W16_CLE_ATL,1840,2023,12,TB,MIN,4,11,29,1,2793,13,punt,kick,1
2017_W04_BAL_JAX,1841,2017,14,JAX,LAC,4,15,4,1,2740,23,run,go,0
2019_W17_GB_NYG,1842,2019,9,DAL,SF,4,4,51,4,672,18,field_goal,kick,0
2019_W15_LAC_SF,1843,2019,11,PIT,DET,4,10,43,4,24,-6,punt,kick,1
2021_W03_MIA_CAR,1844,2021,12,NYJ,LAC,4,19,97,2,2141,-26,punt,kick,1
2020_W01_SF_PIT,1845,2020,2,HOU,LAR,4,5,88,4,839,-26,punt,kick,1
2021_W03_KC_CAR,1846,2021,3,ARI,LAC,4,7,91,4,728,-1,punt,kick,1
2018_W08_LAR_ARI,1847,2018,18,BUF,TEN,4,5,58,1,3005,11,punt,kick,1
2024_W16_WSH_LAR,1848,2024,5,BAL,CAR,4,8,3,1,3486,-17,pass,go,1
2018_W16_CHI_NO,1849,2018,18,KC,IND,4,16,25,4,461,-26,run,go,1
2023_W17_ARI_PIT,1850,2023,13,MIN,NE,4,16,81,2,2688,-8,run,go,1
2016_W09_TEN_DET,1851,2016,17,CHI,NYG,4,12,84,1,3226,-22,run,go,0
2018_W08_SF_PHI,1852,2018,15,PHI,IND,4,18,63,1,2874,19,field_goal,kick,0
2022_W05_TB_MIA,1853,2022,3,NYG,SEA,4,7,60,3,1134,28,run,go,1
2024_W18_ATL_NE,1854,2024,18,TB,NE,4,14,96,3,1171,-8,pass,go,0
2018_W02_NYG_ATL,1855,2018,11,CLE,MIN,4,10,98,2,2470,22,punt,kick,1
2019_W13_ATL_BAL,1856,2019,11,MIN,CAR,4,1,13,2,1905,6,run,go,1
2024_W06_LAR_ATL,1857,2024,8,NYJ,NO,4,14,18,1,3494,-4,punt,kick,1
2021_W16_TB_SEA,1858,2021,14,NYG,ATL,4,18,30,4,199,-27,punt,kick,1
2021_W02_JAX_LAR,1859,2021,15,IND,WSH,4,6,36,4,754,-10,punt,kick,1
2024_W08_SEA_HOU,1860,2024,18,MIN,CIN,4,11,18,2,1959,13,field_goal,kick,1
2024_W17_JAX_NO,1861,2024,11,WSH,SF,4,15,66,1,3063,-30,punt,kick,1
2019_W13_KC_WSH,1862,2019,2,NYJ,BAL,4,19,58,4,812,20,punt,kick,1
2021_W04_IND_CHI,1863,2021,12,BAL,TB,4,19,14,1,3389,9,punt,kick,1
2021_W04_WSH_SF,1864,2021,9,NYJ,JAX,4,2,5,1,3477,-8,punt,kick,0
2023_W05_BUF_MIA,1865,2023,16,NE,TB,4,2,98,1,3045,-24,pass,go,1
2024_W17_BUF_NE,1866,2024,17,WSH,ARI,4,17,99,2,2344,12,pass,go,0
2017_W06_NO_ATL,1867,2017,10,DAL,NO,4,19,14,4,263,9,punt,kick,1
2021_W12_CAR_LV,1868,2021,11,PIT,LAC,4,13,8,2,2155,6,pass,go,0
2019_W18_NO_IND,1869,2019,17,ARI,CHI,4,14,1,2,1832,-28,punt,kick,1
2021_W04_CAR_MIN,1870,2021,8,NYJ,SF,4,14,23,3,1216,5,punt,kick,1
2017_W05_JAX_CAR,1871,2017,17,NYG,CLE,4,11,12,2,2024,-22,punt,kick,1
2023_W16_CHI_JAX,1872,2023,12,BUF,SEA,4,3,26,1,2888,20,pass,go,0
2023_W09_BAL_PHI,1873,2023,9,JAX,NYG,4,18,23,1,3588,19,punt,kick,1
2023_W12_HOU_KC,1874,2023,15,BAL,NE,4,8,71,1,2887,-29,pass,go,0
2023_W06_PHI_TB,1875,2023,18,KC,CAR,4,13,15,2,2077,-24,run,go,0
2024_W15_CLE_NO,1876,2024,3,KC,ATL,4,11,43,4,321,6,punt,kick,1
2017_W11_LAR_BUF,1877,2017,16,DET,DEN,4,12,1,1,2905,-21,punt,kick,0
2021_W09_DEN_NYG,1878,2021,3,BAL,NE,4,7,34,2,2513,14,run,go,0
2021_W07_GB_ARI,1879,2021,14,DET,LAR,4,17,73,4,401,-17,pass,go,1
2018_W16_NYG_NE,1880,2018,8,NE,ATL,4,1,21,4,561,30,field_goal,kick,1
2022_W16_MIA_DEN,1881,2022,14,BAL,LAR,4,6,58,3,1482,-14,punt,kick,1
2016_W06_PIT_IND,1882,2016,13,HOU,NO,4,16,11,1,3215,-5,pass,go,1
2019_W05_MIA_NE,1883,2019,11,TB,KC,4,11,96,1,2957,16,punt,kick,1
2016_W10_HOU_TEN,1884,2016,17,NO,CHI,4,8,22,2,2376,-16,pass,go,1
2018_W11_WSH_NE,1885,2018,16,SEA,BAL,4,2,94,3,1114,30,punt,kick,1
2024_W13_TB_DEN,1886,2024,7,PHI,CLE,4,17,19,4,425,22,punt,kick,1
2023_W11_MIA_IND,1887,2023,11,BUF,CIN,4,5,85,1,3497,16,run,go,1
2023_W16_MIA_DET,1888,2023,14,DEN,TB,4,11,61,4,477,-23,field_goal,kick,0
2024_W04_NE_LAC,1889,2024,17,JAX,TB,4,5,78,2,2175,-18,pass,go,1
2021_W12_ARI_CIN,1890,2021,9,JAX,WSH,4,10,65,4,722,2,run,go,0
2024_W12_TB_BUF,1891,2024,12,CHI,NE,4,12,26,4,351,-27,run,go,1
2024_W02_LV_TEN,1892,2024,8,CHI,TEN,4,11,79,4,860,4,punt,kick,1
2020_W09_CIN_JAX,1893,2020,9,MIA,PIT,4,4,94,4,445,-5,punt,kick,1
2023_W02_CAR_BAL,1894,2023,5,NO,CLE,4,20,11,2,2516,6,punt,kick,1
2018_W08_NE_LAC,1895,2018,5,HOU,CLE,4,3,93,3,1473,-19,run,go,0
2019_W03_LV_PHI,1896,2019,17,CAR,MIN,4,5,27,1,3313,-3,punt,kick,1
2024_W07_HOU_LAR,1897,2024,5,CIN,JAX,4,7,19,4,564,28,punt,kick,1
2023_W02_DET_CIN,1898,2023,2,ATL,PHI,4,2,24,3,1790,-6,punt,kick,1
2021_W15_DET_DAL,1899,2021,16,ATL,DET,4,8,93,2,2302,-25,run,go,0
2017_W05_ARI_MIA,1900,2017,2,LV,TB,4,16,50,1,2912,-26,run,go,1
2017_W16_ARI_BUF,1901,2017,12,NE,CLE,4,16,20,1,3173,14,punt,kick,1
2024_W15_CHI_DEN,1902,2024,17,IND,TEN,4,7,22,2,2119,2,pass,go,0
2023_W04_WSH_NE,1903,2023,9,WSH,GB,4,6,94,4,824,-30,punt,kick,1
2018_W18_DEN_CLE,1904,2018,10,IND,SF,4,10,22,1,2745,-17,field_goal,kick,1
2017_W07_NE_TEN,1905,2017,16,CAR,CIN,4,1,97,3,1253,-22,pass,go,1
2018_W18_CAR_BUF,1906,2018,3,TEN,PHI,4,9,12,2,2454,-23,punt,kick,1
2016_W18_ARI_SF,1907,2016,4,MIA,TEN,4,20,54,4,9,28,pass,go,1
2017_W02_PIT_TEN,1908,2017,6,IND,TEN,4,18,3,1,3287,-22,run,go,0
2019_W04_HOU_BUF,1909,2019,8,NE,DAL,4,15,7,4,415,-26,field_goal,kick,1
2020_W03_DET_JAX,1910,2020,14,CIN,ATL,4,5,71,3,1217,-7,run,go,0
2023_W18_SF_TEN,1911,2023,7,DET,CLE,4,18,94,4,575,28,pass,go,0
2024_W14_CHI_ATL,1912,2024,5,HOU,LAR,4,2,68,1,2773,-11,punt,kick,1
2018_W16_ATL_LAR,1913,2018,11,NYJ,TEN,4,8,63,3,1490,-11,run,go,1
2020_W04_CLE_SEA,1914,2020,13,MIN,BUF,4,2,82,2,2609,-13,punt,kick,1
2022_W18_TB_NYG,1915,2022,13,SF,IND,4,4,81,3,978,-8,punt,kick,1
2016_W11_LV_JAX,1916,2016,17,IND,LV,4,5,37,1,3539,-11,punt,kick,1
2020_W02_TB_ATL,1917,2020,4,SEA,KC,4,5,13,3,1761,29,punt,kick,1
2016_W14_DAL_GB,1918,2016,9,WSH,LAC,4,1,85,3,1193,0,pass,go,1
2017_W16_NYG_NE,1919,2017,15,DET,LAR,4,2,41,2,2277,-28,pass,go,1
2020_W10_ARI_DAL,1920,2020,15,LAC,NE,4,13,56,3,963,4,run,go,1
2016_W17_BUF_NO,1921,2016,15,HOU,JAX,4,17,63,3,1326,-18,pass,go,0
2024_W14_ARI_BUF,1922,2024,5,LAC,BAL,4,5,62,1,2887,0,punt,kick,1
2023_W09_CHI_NE,1923,2023,9,NO,NYG,4,1,50,3,1602,-3,run,go,1
2021_W02_TB_GB,1924,2021,10,CHI,CLE,4,14,33,2,2467,-6,pass,go,1
2018_W17_NO_IND,1925,2018,2,CIN,JAX,4,19,11,4,84,7,punt,kick,1
2022_W13_TB_SEA,1926,2022,1,DAL,KC,4,12,20,1,3202,-13,pass,go,1
2021_W17_IND_DEN,1927,2021,11,CLE,DET,4,20,61,4,769,-30,punt,kick,1
2023_W07_NE_BUF,1928,2023,17,PHI,NO,4,4,90,3,1362,-9,punt,kick,0
2024_W04_JAX_GB,1929,2024,18,WSH,TEN,4,18,71,2,2306,-11,punt,kick,0
2017_W18_CIN_NYJ,1930,2017,8,WSH,NE,4,17,78,1,3268,9,pass,go,0
2016_W06_CHI_CIN,1931,2016,17,NE,ATL,4,9,46,4,638,25,punt,kick,1
2019_W15_ARI_SEA,1932,2019,17,NO,MIA,4,9,55,2,1856,-5,run,go,1
2017_W11_MIN_DEN,1933,2017,18,CLE,MIA,4,1,14,1,2923,2,pass,go,1
2016_W15_SF_LAC,1934,2016,8,TB,KC,4,12,33,3,1549,19,punt,kick,1
2019_W13_BUF_LAC,1935,2019,5,JAX,NYG,4,7,81,1,3524,21,punt,kick,1
2019_W05_LAC_JAX,1936,2019,6,TEN,NO,4,6,71,2,2157,2,pass,go,1
2021_W09_BUF_LV,1937,2021,11,DET,HOU,4,14,31,1,3108,-27,pass,go,0
2023_W16_PHI_ARI,1938,2023,8,MIN,DAL,4,14,79,4,84,23,pass,go,0
2024_W10_MIN_NE,1939,2024,6,NO,LAR,4,14,74,2,1892,-26,punt,kick,1
2023_W15_NE_CLE,1940,2023,13,NO,MIA,4,3,17,1,3560,-1,punt,kick,1
2024_W16_NYJ_NO,1941,2024,1,NE,NYJ,4,4,10,3,1599,-17,run,go,0
2019_W04_CAR_BAL,1942,2019,5,HOU,PHI,4,11,54,4,848,-24,field_goal,kick,0
2023_W12_LV_NO,1943,2023,8,DEN,WSH,4,15,14,4,607,-1,punt,kick,1
2022_W13_HOU_GB,1944,2022,17,TEN,SEA,4,7,41,2,2367,15,punt,kick,1
2024_W04_SF_PHI,1945,2024,8,LAC,WSH,4,12,25,4,893,1,pass,go,0
2022_W17_CIN_IND,1946,2022,8,CIN,CAR,4,17,73,3,1257,-12,pass,go,0
2016_W02_CAR_CLE,1947,2016,17,SF,NYG,4,8,35,2,2522,15,pass,go,1
2020_W06_DAL_MIN,1948,2020,10,JAX,NE,4,5,57,1,3425,14,pass,go,0
2017_W15_CHI_GB,1949,2017,14,BAL,GB,4,14,53,3,1212,-2,field_goal,kick,0
2016_W10_DEN_BAL,1950,2016,5,CLE,CIN,4,9,28,4,439,-28,punt,kick,1
2023_W06_PHI_ATL,1951,2023,16,SF,GB,4,8,85,1,3149,23,run,go,1
2024_W05_NO_MIN,1952,2024,14,MIN,NYG,4,13,5,3,1299,-3,pass,go,0
2018_W11_NYJ_SF,1953,2018,12,NYG,KC,4,2,21,2,1805,2,run,go,1
2021_W05_LAC_DEN,1954,2021,10,GB,TEN,4,15,66,1,3175,-30,run,go,0
2023_W14_IND_TB,1955,2023,1,WSH,IND,4,8,61,2,2088,-15,field_goal,kick,0
2017_W01_TEN_GB,1956,2017,12,DET,CAR,4,6,34,4,474,17,field_goal,kick,0
2016_W11_SEA_HOU,1957,2016,18,LAC,SF,4,6,32,3,1417,-19,punt,kick,1
2022_W16_LV_TB,1958,2022,13,NYJ,CHI,4,20,50,2,2101,-17,field_goal,kick,1
2018_W09_HOU_LAC,1959,2018,2,NYG,LAC,4,9,54,3,1023,4,punt,kick,1
2022_W04_CHI_NE,1960,2022,8,ATL,CHI,4,13,29,4,801,23,pass,go,0
2024_W10_SEA_DAL,1961,2024,16,HOU,KC,4,9,66,4,250,30,pass,go,0
2017_W04_TB_CHI,1962,2017,1,ARI,NE,4,11,56,1,3526,-18,run,go,1
2021_W10_CIN_PHI,1963,2021,3,KC,CAR,4,12,40,3,1756,11,punt,kick,1
2019_W16_JAX_DAL,1964,2019,12,MIN,NYJ,4,8,30,3,1427,26,punt,kick,1
2021_W12_DET_SF,1965,2021,6,KC,BUF,4,1,76,2,2653,10,run,go,1
2024_W07_DAL_TB,1966,2024,13,TB,SEA,4,14,41,4,454,-1,field_goal,kick,1
2023_W13_WSH_HOU,1967,2023,1,ARI,NYG,4,11,49,2,2017,-9,pass,go,1
2021_W07_GB_CHI,1968,2021,12,NYJ,CIN,4,4,4,3,1131,-20,run,go,1
2024_W15_LAR_TEN,1969,2024,2,DAL,NE,4,18,21,1,3278,23,punt,kick,1
2023_W09_LAR_PIT,1970,2023,5,CHI,MIN,4,8,51,1,3580,-27,pass,go,1
2023_W14_NYJ_MIN,1971,2023,17,BAL,LV,4,15,47,4,735,23,punt,kick,1
2017_W18_CHI_CAR,1972,2017,10,PHI,DET,4,6,75,3,1598,-17,punt,kick,1
2024_W15_MIA_CIN,1973,2024,9,SEA,PHI,4,9,38,3,1658,-17,punt,kick,1
2018_W13_CIN_LV,1974,2018,11,CHI,PHI,4,15,95,3,1143,-7,punt,kick,1
2021_W14_LV_NO,1975,2021,16,ARI,JAX,4,20,13,3,902,-16,pass,go,1
2024_W16_NE_CIN,1976,2024,12,SF,WSH,4,5,72,3,1116,-22,punt,kick,1
2024_W02_CAR_NYG,1977,2024,10,LAC,MIA,4,16,62,1,3519,1,punt,kick,1
2016_W07_TEN_CIN,1978,2016,10,DAL,KC,4,7,63,4,884,3,punt,kick,1
2021_W13_TEN_SEA,1979,2021,6,CHI,NO,4,16,1,3,1734,23,run,go,1
2024_W13_TEN_LAR,1980,2024,1,MIN,CLE,4,8,51,3,1216,19,punt,kick,1
2021_W06_CIN_MIN,1981,2021,17,LV,IND,4,13,65,2,2135,-8,punt,kick,1
2016_W05_MIA_IND,1982,2016,15,WSH,DET,4,2,3,1,2765,-28,pass,go,0
2021_W10_WSH_ARI,1983,2021,9,BUF,WSH,4,14,39,1,3572,-11,pass,go,0
